"data_as_of","start_week","end_week","state","sex","age_group_new","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_or_covid","footnote"
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Arkansas","Unknown","85 years and over","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","All Sexes","All Ages","27622","315502","33784","15695","813","46518",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","All Ages","15954","168808","19185","9273","416","26279",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","Under 1 year",,"907","16",,"0","17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","0-17 years",,"1752","34",,"12","51","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","1-4 years",,"186",,"0",,"13","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","5-14 years",,"297",,"0",,"14","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","15-24 years","40","2870","55","19",,"78","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","18-29 years","99","5036","123","38",,"192","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","25-34 years","183","5453","199","78","16","320",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","30-49 years","1174","14570","1128","643","46","1705",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","35-44 years","505","6907","489","269","22","747",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","45-54 years","1354","11866","1301","785","45","1915",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","50-64 years","3614","32713","3778","2146","115","5361",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","55-64 years","2807","25585","2989","1676","85","4205",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","65-74 years","3855","35307","4525","2296","87","6168",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","75-84 years","3835","38193","4973","2299","74","6583",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Male","85 years and over","3371","41237","4624","1850","74","6219",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","All Ages","11668","146689","14599","6422","397","20239",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","Under 1 year","0","729",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","0-17 years",,"1241","27","0",,"38","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","1-4 years",,"129",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","5-14 years","0","228","14","0",,"16","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","15-24 years","33","928","32",,,"62","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","18-29 years","61","1624","76","28","12","121",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","25-34 years","103","1993","116","49","19","189",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","30-49 years","502","6896","585","259","47","874",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","35-44 years","227","3190","271","121","22","398",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","45-54 years","518","6533","642","301","33","892",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","50-64 years","1550","18548","1967","931","81","2667",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","55-64 years","1235","14579","1569","738","63","2129",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","65-74 years","2126","23916","2775","1308","72","3664",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","75-84 years","2987","34233","3761","1720","90","5117",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Female","85 years and over","4438","60231","5408","2176","88","7758",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","All Ages","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","Under 1 year","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","1-4 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","5-14 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","15-24 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","18-29 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","25-34 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","30-49 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","50-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","55-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","75-84 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","California","Unknown","85 years and over","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","All Sexes","All Ages","4708","47856","4401","2324","139","6919",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","All Ages","2585","25489","2501","1396","70","3758",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","Under 1 year",,"161","0","0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","0-17 years",,"357",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","1-4 years","0","31",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","5-14 years",,"61","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","15-24 years",,"544",,,,"11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","18-29 years","12","918","13",,,"24","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","25-34 years","13","1014","26",,,"34","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","30-49 years","104","2511","125","53",,"184","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","35-44 years","39","1227","57","21",,"80","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","45-54 years","139","1792","139","78","10","210",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","50-64 years","372","4766","402","202","23","595",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","55-64 years","293","3722","313","153","16","469",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","65-74 years","573","5419","619","336","14","870",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","75-84 years","777","5862","730","439",,"1072","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Male","85 years and over","742","5656","610","360","15","1005",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","All Ages","2123","22366","1900","928","69","3161",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","Under 1 year","0","154",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","0-17 years",,"243",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","1-4 years","0","11","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","5-14 years","0","32",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","15-24 years",,"202",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","18-29 years",,"315",,"0","0","11","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","25-34 years",,"403","18","0",,"25","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","30-49 years","45","1264","80","22",,"110","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","35-44 years","21","591","35","10",,"50","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","45-54 years","52","1052","78","29",,"109","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","50-64 years","164","2839","237","98","21","324",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","55-64 years","132","2216","190","81","15","256",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","65-74 years","326","3747","337","164","12","509",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","75-84 years","595","5264","541","275",,"868","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Female","85 years and over","988","8694","692","368","20","1332",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","All Ages","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","Under 1 year","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","0-17 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","1-4 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","5-14 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","15-24 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","18-29 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","25-34 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","30-49 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","50-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","55-64 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","75-84 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Colorado","Unknown","85 years and over","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","All Sexes","All Ages","5337","34586","2731","1271","92","6886",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","All Ages","2571","17237","1427","683","46","3358",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","Under 1 year","0","81","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","0-17 years","0","131",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","1-4 years","0",,"0","0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","5-14 years","0","17",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","15-24 years",,"186","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","18-29 years",,"374",,,,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","25-34 years","10","492",,,,"17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","30-49 years","67","1307","31",,"0","92","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","35-44 years","22","599","15",,"0","34","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","45-54 years","92","1114","44","20",,"118","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","50-64 years","344","3081","181","90",,"444","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","55-64 years","290","2396","149","73",,"373","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","65-74 years","548","3288","315","160","14","714",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","75-84 years","715","4096","382","192","11","916",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Male","85 years and over","893","4960","514","234","10","1183",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","All Ages","2765","17342","1304","588","46","3527",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","Under 1 year",,"50","0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","0-17 years",,"83",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","1-4 years","0","10",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","5-14 years","0","13",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","15-24 years",,"64",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","18-29 years",,"117",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","25-34 years",,"164",,,,"10","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","30-49 years","31","618","19",,,"48","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","35-44 years","11","294",,"0","0","19","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","45-54 years","35","570","28","10",,"58","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","50-64 years","176","1779","121","48","10","259",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","55-64 years","156","1432","101","41",,"223","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","65-74 years","354","2431","218","91",,"485","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","75-84 years","678","3986","331","165","15","859",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Female","85 years and over","1523","8328","610","280","13","1866",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","All Ages",,,"0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","Under 1 year","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","0-17 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","1-4 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","5-14 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","15-24 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","18-29 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","25-34 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","30-49 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","35-44 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","45-54 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","50-64 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","55-64 years","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","65-74 years","0","0","0","0","0","0",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","75-84 years",,,"0","0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Connecticut","Unknown","85 years and over","0",,"0","0","0","0","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Delaware","All Sexes","All Ages","801","10475","711","317","21","1216",
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Delaware","Male","All Ages","380","5358","353","162",,"578","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-21T00:00:00.000","2020-01-01T00:00:00.000","2021-01-16T00:00:00.000","Delaware","Male","Under 1 year","0","28","0","0","0","0",
